match_id,team_a,team_b,pred_goals_a,pred_goals_b,actual_a,actual_b,pred_la,pred_lb
1,Mexico,South Africa,2,0,2,0,2.3927554862812825,0.3496236825136938
2,Korea Republic,Czechia,0,0,2,1,0.772301046282913,0.7553491162867545
3,Canada,Bosnia and Herzegovina,2,0,1,1,2.433810794361024,0.4487424317162802
4,USA,Paraguay,0,1,4,1,0.8003168086104215,1.2510352189223692
8,Qatar,Switzerland,0,2,1,1,0.3493048686579644,2.8057600037192003
7,Brazil,Morocco,2,0,1,1,2.4387428067640724,0.4810738386140989
5,Haiti,Scotland,0,2,0,1,0.5059498573120486,2.304318643330016
6,Australia,Türkiye,0,1,2,0,0.51762518998617,1.719434332067312
10,Germany,Curaçao,3,0,7,1,3.3574078713915494,0.2926584539260849
11,Netherlands,Japan,1,0,2,2,1.7868778010315212,0.6883964656631077
9,Côte d'Ivoire,Ecuador,0,2,1,0,0.5424746391756637,2.423698516300337
12,Sweden,Tunisia,1,0,5,1,1.4819229106157432,0.6621705688059587
14,Spain,Cabo Verde,2,0,0,0,2.815028301540149,0.3853869083199578
16,Belgium,Egypt,2,1,1,1,2.8464661576539503,0.5931224984859549
13,Saudi Arabia,Uruguay,0,2,1,1,0.3798473107722006,2.2950813395429206
15,IR Iran,New Zealand,2,1,2,2,2.0294183973221043,0.5118118496353325
17,France,Senegal,2,0,3,1,2.006284725421589,0.4447380844742891
18,Iraq,Norway,0,2,1,4,0.4378519189860962,2.752428391370031
19,Argentina,Algeria,2,1,3,0,2.816377150539111,0.5001764063736442
20,Austria,Jordan,2,1,3,1,2.140564860298908,0.5456479570292088
23,Portugal,Congo DR,2,0,1,1,2.746467618260904,0.4424213082032979
22,England,Croatia,1,0,4,2,1.597205218351213,0.6845839405990247
21,Ghana,Panama,0,1,1,0,0.6478774278308761,1.7124945680947046
24,Uzbekistan,Colombia,0,2,1,3,0.4765501759275646,2.511213110225239
25,Czechia,South Africa,2,1,1,1,2.007545137539765,0.6167378364575983
26,Switzerland,Bosnia and Herzegovina,2,1,4,1,2.1950545362014204,0.5153459020826967
27,Canada,Qatar,2,0,6,0,2.0778837243271773,0.4296021209776252
28,Mexico,Korea Republic,1,0,1,0,1.2624800240344556,0.6739511664308235
32,USA,Australia,1,0,2,0,1.203186229668596,0.8087727707880779
30,Scotland,Morocco,0,0,0,1,0.8470758108716037,0.7647616345941247
29,Brazil,Haiti,3,0,3,0,3.3182271287081924,0.3557895388666905
31,Türkiye,Paraguay,0,0,0,1,0.86293073663877,0.8799939324592914
35,Netherlands,Sweden,2,1,5,1,2.5381979163484174,0.5682125863285089
33,Germany,Côte d'Ivoire,2,1,2,1,2.610857181684774,0.6080497945782187
34,Ecuador,Curaçao,2,0,0,0,2.833957713991317,0.3648325179476665
36,Tunisia,Japan,0,2,0,4,0.4386278820290097,2.4542205379295616
38,Spain,Saudi Arabia,2,0,4,0,2.874368747848857,0.3584487149991985
39,Belgium,IR Iran,1,0,0,0,1.736403264654709,0.7052193593815752
37,Uruguay,Cabo Verde,2,0,2,2,2.381105884481743,0.4615939036530366
40,New Zealand,Egypt,0,2,1,3,0.6695625746697841,1.969484032670076
43,Argentina,Austria,2,0,2,0,2.4829087308580977,0.4592881601505972
42,France,Iraq,2,0,3,0,2.857748790272082,0.3719021862382579
41,Norway,Senegal,1,0,3,2,1.893925820469588,0.6823202968738177
44,Jordan,Algeria,0,1,1,2,0.6074454189388118,1.428939117334742
47,Portugal,Uzbekistan,2,0,5,0,2.570162737318856,0.3425241689447734
45,England,Ghana,2,0,0,0,2.8507544552828503,0.3525389989571394
46,Panama,Croatia,0,2,0,1,0.4793544359182031,2.6808088676431794
48,Colombia,Congo DR,2,1,1,0,2.8780775663145275,0.5365742005877143
51,Switzerland,Canada,1,0,2,1,1.4820968898279787,0.5398427835568077
52,Bosnia and Herzegovina,Qatar,1,1,3,1,1.010739438747329,0.9415838869074944
49,Scotland,Brazil,0,2,0,3,0.451327240014266,2.517957614764982
50,Morocco,Haiti,2,0,4,2,2.408879740266298,0.3234826336125896
54,South Africa,Korea Republic,0,2,1,0,0.4024726946120735,2.1853022309857444
53,Czechia,Mexico,0,2,0,3,0.5781665804913287,2.78221175893859
55,Curaçao,Côte d'Ivoire,0,2,0,2,0.5509780998016688,2.2227112768781634
56,Ecuador,Germany,0,1,2,1,0.7668458464394284,1.7553615913603786
58,Tunisia,Netherlands,0,2,1,3,0.3813763300327734,2.8348962712030703
57,Japan,Sweden,2,1,1,1,2.175753415687504,0.7565890258164149
59,Türkiye,USA,0,1,3,2,0.8235069075478568,1.116609454944452
60,Paraguay,Australia,0,0,0,0,0.7744440548740851,0.8004701256723081
62,Senegal,Iraq,2,0,5,0,2.758106182931368,0.4499744983531703
61,Norway,France,0,1,1,4,0.8918664444804852,1.7134900697074895
65,Cabo Verde,Saudi Arabia,1,0,0,0,1.2060137395775166,0.8798056742134566
66,Uruguay,Spain,0,2,0,1,0.6212569156745245,2.6711827474645973
63,Egypt,IR Iran,0,1,1,1,0.7988567329334924,1.2474492812982068
64,New Zealand,Belgium,0,2,1,5,0.4712884081047638,2.56983614036252
67,Panama,England,0,2,0,2,0.4306983347080767,2.886386797551906
68,Croatia,Ghana,2,0,2,1,2.283611181907126,0.4672397659220894
71,Colombia,Portugal,1,1,0,0,1.226209800846715,0.989933730836453
72,Congo DR,Uzbekistan,0,0,3,1,0.7735095157032497,0.8313857534161652
69,Algeria,Austria,1,0,3,3,0.9028521289247796,0.8904346291269997
70,Jordan,Argentina,0,3,1,3,0.3507871440783524,3.2855450033881493
10003,South Africa,Canada,0,2,0,1,0.520395365466049,2.4266241535937514
10001,Germany,Paraguay,1,0,1,1,1.757017571109269,0.5904473552048659
10004,Netherlands,Morocco,2,1,1,1,1.932347218412388,0.7267155015843747
10009,Brazil,Japan,1,0,2,1,1.876166187007591,0.7830817108284224
10002,France,Sweden,2,1,3,0,2.8868541412497275,0.5223624331919424
10010,Côte d'Ivoire,Norway,0,2,1,2,0.6589867151869774,2.559404802593695
10011,Mexico,Ecuador,1,0,2,0,1.6987872103778623,0.8507029053108013
10007,USA,Bosnia and Herzegovina,2,0,2,0,2.454435309562754,0.4755379508060148
10008,Belgium,Senegal,1,0,3,2,1.675117641153858,0.8127929479300531
10012,England,Congo DR,3,1,2,1,3.317186698142538,0.6090259966702597
10005,Portugal,Croatia,1,0,2,1,1.7237989911270175,0.7346626722313326
10006,Spain,Austria,2,0,3,0,2.485103045969786,0.4904514167605051
10015,Switzerland,Algeria,1,0,2,0,1.7842489201512348,0.7620418592952761
10013,Argentina,Cabo Verde,3,0,3,2,2.920278464839497,0.3811100388453537
10014,Australia,Egypt,1,0,1,1,1.430596701996294,0.7598559264623702
10016,Colombia,Ghana,2,0,1,0,2.10758244635078,0.3913253624212497
10101,Paraguay,France,0,2,0,1,0.5906326291132177,1.9212833391546376
10102,Canada,Morocco,0,1,0,3,0.7142355915167382,1.4278701731599104
10105,Brazil,Norway,1,0,1,2,1.2314480541109798,0.8441710646362224
10106,Mexico,England,0,1,2,3,0.7348682485646781,1.4227770599213578
10103,Portugal,Spain,1,0,0,1,1.0790031730769405,0.7887251491630909
10104,USA,Belgium,0,1,1,4,0.6629421777396888,1.33589210545005
10107,Argentina,Egypt,2,0,3,2,2.2480183846732875,0.4898147937502525
10108,Switzerland,Colombia,0,1,0,0,0.8187877999403728,1.6981969355733213
10201,France,Morocco,1,0,2,0,1.298870801661156,0.7076652750345911
10202,Spain,Belgium,1,0,2,1,1.5291062496879957,0.6096168866866426
10203,Norway,England,0,1,1,2,0.8474471984649224,1.021483082985708
10204,Argentina,Switzerland,1,0,3,1,1.2192317830162578,0.8051638447010583
